META
VERSION=1
DICT_NAME=柯林斯词典
DICT_INTRO=柯林斯词典示例文件，共999个单词的分割释义
DICT_LANG=en
DEF_TMPL={{单词}} {{词性}}{{音标}}<br/>{{中文释义}}
FIELDS=单词	音标	词性	扩展	英文释义	中文释义
aboriginal	英[ˌæbəˈrɪdʒənl]美[ˌæbəˈrɪdʒənəl]	★☆☆☆☆ n-count		<span class="endef"> An <b>Aboriginal</b> is an Australian Aborigine.   </span>	<span class="text_blue">澳大利亚土著居民</span>
aboriginal	英[ˌæbəˈrɪdʒənl]美[ˌæbəˈrɪdʒənəl]	★☆☆☆☆ adj		<span class="endef"><b>Aboriginal</b> means belonging or relating to the Australian Aborigines.   </span>	<span class="text_blue">澳大利亚土著居民的</span>
aboriginal	英[ˌæbəˈrɪdʒənl]美[ˌæbəˈrɪdʒənəl]	★☆☆☆☆ adj		<span class="endef"> The <b>aboriginal</b> people or animals of a place are ones that have been there from the earliest known times or that were there before people or animals from other countries arrived.   </span>	<span class="text_blue">土著的;本土原有的</span>
Aborigine	[ˌæbə'rɪdʒɪni]	n-count		<span class="endef"><b>Aborigines</b> are members of the tribes that were living in Australia when Europeans arrived there.   </span>	<span class="text_blue">澳大利亚土著居民</span>
abort	英[əˈbɔ:t]美[əˈbɔrt]	★☆☆☆☆ verb		<span class="endef"> If an unborn baby <b>is aborted</b>, the pregnancy is ended deliberately and the baby is not born alive.   </span>	<span class="text_blue">使流产;堕（胎）</span>
abort	英[əˈbɔ:t]美[əˈbɔrt]	★☆☆☆☆ verb		<span class="endef"> If someone <b>aborts</b> a process, plan, or activity, they stop it before it has been completed.   </span>	<span class="text_blue">中止，中辍（计划、活动等）</span>
abortion	英[əˈbɔ:ʃn]美[əˈbɔrʃn]	★★★☆☆ n-var		<span class="endef"> If a woman has an <b>abortion</b>, she ends her pregnancy deliberately so that the baby is not born alive.   </span>	<span class="text_blue">人工流产；堕胎</span>
abortionist	英[əˈbɔ:ʃənɪst]美[əˈbɔrʃənɪst]	n-count		<span class="endef"><span class="st" onmouseout="st_mouseout(this)" onmouseover="st_mouseover(this)" style="font-weight:bold;">See also:</span><b class="text_blue"><a class="explain" href="entry://anti-abortionist">anti-abortionist</a></b>; An <b>abortionist</b> is someone who performs abortions, usually illegally.   </span>	<span class="text_blue">（通常指非法）为他人实施人流手术的人，为人堕胎者</span>
abortive	英[əˈbɔ:tɪv]美[əˈbɔrtɪv]	★☆☆☆☆ adj		<span class="endef"> An <b>abortive</b> attempt or action is unsuccessful.   </span>	<span class="text_blue">（尝试或行动）失败的，夭折的，无结果的</span>
abound	英[əˈbaʊnd]美[əˈbaʊnd]	★☆☆☆☆ verb		<span class="endef"> If things <b>abound</b>, or if a place <b>abounds with</b> things, there are very large numbers of them.   </span>	<span class="text_blue">大量存在;盛产;充足</span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ prep		<span class="endef"> You use <b>about</b> to introduce who or what something relates to or concerns.   </span>	<span class="text_blue">关于;对于;涉及;在…方面</span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ prep		<span class="endef"> When you mention the things that an activity or institution is <b>about</b>, you are saying what it involves or what its aims are.   </span>	<span class="text_blue">包含;目的是;为了</span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ prep		<span class="endef"> You use <b>about</b> after some adjectives to indicate the person or thing that a feeling or state of mind relates to.   </span>	<span class="text_blue">对…表示（情绪或心态）</span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ prep		<span class="endef"> If you do something <b>about</b> a problem, you take action in order to solve it.   </span>	<span class="text_blue">针对（问题）</span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ prep		<span class="endef"> When you say that there is a particular quality <b>about</b> someone or something, you mean that they have this quality.   </span>	<span class="text_blue">（某人或某事物）具有（某种特性）</span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ adv		<span class="endef"><b>About</b> is used in front of a number to show that the number is not exact.   </span>	<span class="text_blue">大约;左右</span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ adv		<span class="endef"> If someone or something moves <b>about</b>, they keep moving in different directions.   </span>	<span class="text_blue">四下；到处</span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ prep		<span class="endef"> If you put something <b>about</b> a person or thing, you put it around them.   </span>	<span class="text_blue">围绕；环绕</span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ adj		<span class="endef"> If someone or something is <b>about</b>, they are present or available.   </span>	<span class="text_blue">在手头的;现成的;能得到的</span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ adj		<span class="endef"> If you are <b>about to</b> do something, you are going to do it very soon. If something is <b>about to</b> happen, it will happen very soon.   </span>	<span class="text_blue">即将（做…）的；快要（发生…）的</span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ 		<span class="endef">   <b>how about</b><span class="text_gray" style="font-weight:bold;">→see: </span><b class="text_blue"><a class="explain" href="entry://how">how</a></b>; what about<span class="text_gray" style="font-weight:bold;">→see: </span><b class="text_blue"><a class="explain" href="entry://what">what</a></b>; just about<span class="text_gray" style="font-weight:bold;">→see: </span><b class="text_blue"><a class="explain" href="entry://just">just</a></b>;  </span>	<span class="text_blue"></span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ phrase		<span class="endef"> If someone is <b>out and about</b>, they are going out and doing things, especially after they have been unable to for a while.   </span>	<span class="text_blue">（尤指一段时间无法自由行动后）四处走动，外出活动</span>
about	英[əˈbaʊt]美[əˈbaʊt]	★★★★★ phrase		<span class="endef"> If someone is <b>out and about</b>, they are going to a lot of different places, often as part of their job.   </span>	<span class="text_blue">（常因工作）奔波</span>
about-face	英[ə'baʊtˌfeɪs]美[əˈbaʊtˈfes]	n-count		<span class="endef"> An <b>about-face</b> is a complete change of attitude or opinion.   </span>	<span class="text_blue">（态度或观点的）彻底改变，大转变</span>
about-turn	[əˌbautˈtə:n]	n-count		<span class="endef"> An <b>about-turn</b> is the same as an <b>about-face</b> .   </span>	<span class="text_blue">同 about-face</span>
above	英[əˈbʌv]美[əˈbʌv]	★★★★☆ prep		<span class="endef"> If one thing is <b>above</b> another one, it is directly over it or higher than it.   </span>	<span class="text_blue">在…上方;高于</span>
above	英[əˈbʌv]美[əˈbʌv]	★★★★☆ adv		<span class="endef"> In writing, you use <b>above</b> to refer to something that has already been mentioned or discussed.   </span>	<span class="text_blue">上述;在上文</span>
above	英[əˈbʌv]美[əˈbʌv]	★★★★☆ prep		<span class="endef"> If an amount or measurement is <b>above</b> a particular level, it is greater than that level.   </span>	<span class="text_blue">（数量或度量）在…以上，超过</span>
above	英[əˈbʌv]美[əˈbʌv]	★★★★☆ prep		<span class="endef"> If you hear one sound <b>above</b> another, it is louder or clearer than the second one.   </span>	<span class="text_blue">（声音）比…更响亮，盖过</span>
above	英[əˈbʌv]美[əˈbʌv]	★★★★☆ prep		<span class="endef"> If someone is <b>above</b> you, they are in a higher social position than you or in a position of authority over you.   </span>	<span class="text_blue">（社会地位或权威）高于</span>
above	英[əˈbʌv]美[əˈbʌv]	★★★★☆ phrase		<span class="endef"> If you say that someone <b>is getting above themself</b>, you disapprove of them because they think they are better than everyone else.   </span>	<span class="text_blue">自视过高；妄自尊大</span>
above	英[əˈbʌv]美[əˈbʌv]	★★★★☆ prep		<span class="endef"> If you say that someone thinks they are <b>above</b> something, you mean that they act as if they are too good or important for it.   </span>	<span class="text_blue">（因自视甚高）不屑于</span>
above	英[əˈbʌv]美[əˈbʌv]	★★★★☆ prep		<span class="endef"> If someone is <b>above</b> criticism or suspicion, they cannot be criticized or suspected because of their good qualities or their position.   </span>	<span class="text_blue">不会受到（批评或怀疑）；超乎…之所及</span>
above	英[əˈbʌv]美[əˈbʌv]	★★★★☆ prep		<span class="endef"> If you value one person or thing <b>above</b> any other, you value them more or consider that they are more important.   </span>	<span class="text_blue">比…更重要；胜过；优于</span>
above	英[əˈbʌv]美[əˈbʌv]	★★★★☆ 		<span class="endef">   <b>over and above</b><span class="text_gray" style="font-weight:bold;">→see: </span><b class="text_blue"><a class="explain" href="entry://over">over</a></b>; above the law<span class="text_gray" style="font-weight:bold;">→see: </span><b class="text_blue"><a class="explain" href="entry://law">law</a></b>; above board<span class="text_gray" style="font-weight:bold;">→see: </span><b class="text_blue"><a class="explain" href="entry://board">board</a></b>;  </span>	<span class="text_blue"></span>
above-the-line promotion	[əˈbʌvðilaɪnprəˈmoʃən]	n-var		<span class="endef"><b>Above-the-line promotion</b> is the use of promotional methods that cannot be directly controlled by the company selling the goods or service, such as television or press advertising.   </span>	<span class="text_blue">大众传媒促销（不受产品或服务提供商直接控制的促销手段，如电视或报刊广告）</span>
abracadabra	英[ˌæbrəkəˈdæbrə]美[ˌæbrəkəˈdæbrə]	exclam		<span class="endef"><b>Abracadabra</b> is a word that someone says when they are performing a magic trick in order to make the magic happen.   </span>	<span class="text_blue">（表演魔术时的用语）“变”</span>
abrade	英[əˈbreɪd]美[ə'breɪd]	verb		<span class="endef"> To <b>abrade</b> something means to scrape or wear down its surface by rubbing it.   </span>	<span class="text_blue">磨损；磨蚀；擦伤</span>
abrasion	英[əˈbreɪʒn]美[əˈbreʒən]	n-count		<span class="endef"> An <b>abrasion</b> is an area on a person's body where the skin has been scraped.   </span>	<span class="text_blue">（皮肤的）擦伤（处）</span>
abrasive	英[əˈbreɪsɪv]美[əˈbresɪv]	★☆☆☆☆ adj-graded		<span class="endef"> Someone who has an <b>abrasive</b> manner is unkind and rude.   </span>	<span class="text_blue">（态度）粗鲁的,不友善的</span>
abrasive	英[əˈbreɪsɪv]美[əˈbresɪv]	★☆☆☆☆ adj-graded		<span class="endef"> An <b>abrasive</b> substance is rough and can be used to clean hard surfaces.   </span>	<span class="text_blue">粗糙可用于擦洗的;有研磨作用的</span>
abrasive	英[əˈbreɪsɪv]美[əˈbresɪv]	★☆☆☆☆ n-mass		<span class="endef"> An <b>abrasive</b> is a substance that is rough and can be used to clean hard surfaces.   </span>	<span class="text_blue">磨料;磨蚀剂</span>
abreast	英[əˈbrest]美[əˈbrɛst]	★☆☆☆☆ adv		<span class="endef"> If people or things walk or move <b>abreast</b>, they are next to each other, side by side, and facing in the same direction.   </span>	<span class="text_blue">并排，并肩（行进）</span>
abreast	英[əˈbrest]美[əˈbrɛst]	★☆☆☆☆ prep-phrase		<span class="endef"> If you are <b>abreast of</b> someone or something, you are level with them or in line with them.   </span>	<span class="text_blue">与…并列；与…并排</span>
abreast	英[əˈbrest]美[əˈbrɛst]	★☆☆☆☆ prep-phrase		<span class="endef"> If you <b>keep abreast of</b> a subject, you know all the most recent facts about it.   </span>	<span class="text_blue">了解，跟上（最新情况）</span>
abridged	英[ə'brɪdʒd]美[ə'brɪdʒd]	adj-graded		<span class="endef"> An <b>abridged</b> book or play has been made shorter by removing some parts of it.   </span>	<span class="text_blue">节略的；删节的</span>
abroad	英[əˈbrɔ:d]美[əˈbrɔd]	★★★☆☆ adv		<span class="endef"> If you go <b>abroad</b>, you go to a foreign country, usually one which is separated from the country where you live by an ocean or a sea.   </span>	<span class="text_blue">到国外；在国外</span>
